stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68,0.28,0.28,0.28,0,0.85,0,0,0,0
21Day,0.37,0,0,0.37,0,0,0,0,0,0,0,0.37,0.37,0,0,0,0,3.7,0,0,0.37,0,0.37,0,0,0,0
3Month,0,0.1,0.1,0.73,0.1,0.1,0,0.83,0,0.31,0,0.1,0.1,0.31,0,0,0.1,0.31,0.1,0.1,0,1.35,0,0,0.1,0.21,0.1
22Month,0,0.41,0,0.27,0,0.14,0.14,5.06,0.14,0.55,0.14,0.14,1.23,0.14,0.27,0.14,0,0.41,0,0.14,0,1.23,0.14,0.14,0,0,0.27
