stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,3,0,20,2,2,0,0,0,0,0,0,1,0,0,0,0,2,14,3,52,0,0,0,1,17,314,1,0,0,10,0,0,0,0,0,2,0,0,0
72hpf,6.76,1.69,0,11.56,3.38,6.2,0,1.13,0,0,0,0,0,0,0,1.69,0,5.07,20.29,1.13,27.9,0,0.56,1.13,0.28,248.87,81.74,0.85,0.85,0,24.8,0.28,0,6.48,7.89,3.95,3.1,0,0,0
21Day,7.77,0.74,0.74,43.66,0.74,12.58,0,9.62,0,0,0.74,0,0,1.48,0.37,5.55,4.07,1.85,14.06,5.92,32.93,0,0,3.33,0,59.57,32.93,0,1.11,0,14.43,6.66,1.48,4.44,6.29,4.81,1.11,0,0,1.85
3Month,0.52,4.58,3.74,83.11,0.52,0,1.04,3.02,0.21,10.4,8.43,0.1,0,58.35,11.03,3.95,34.85,4.68,26.42,15.08,29.75,4.26,0.21,8.74,4.16,9.36,1.87,6.14,1.25,0,2.6,3.85,134.91,0.62,0.1,0,0.62,10.61,102.87,12.9
22Month,0.27,2.32,1.5,16.4,0.27,0,0.96,1.91,0,2.32,13.94,8.06,0,49.74,6.56,4.65,28.42,0.41,3.69,15.58,14.62,0.55,2.05,3.69,0.14,3.69,0.55,2.87,1.78,0.68,0.82,0,22.96,1.09,2.05,0,0.27,0.82,0.14,3.55
