stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,1.69,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.85,5.64,0,0.85,0,0.28,0,0.56,4.23,8.74,0,0,0.28,0,0.28,1.97,0,0.28,0,0,0
21Day,1.85,0.37,0,10.36,0,6.29,0,2.22,0,0,0.37,0,0,2.59,0,2.22,0.74,0.74,2.96,1.48,2.59,0,0,1.48,0.37,3.33,5.18,0,0.37,0.37,1.11,0,1.11,0,0,0,0,0
3Month,0.73,2.81,1.35,29.12,0.21,0,0.83,1.25,0,3.02,2.81,0,0,82.49,2.7,1.66,15.91,2.5,5.41,6.66,5.51,1.66,0.1,2.91,3.85,1.56,0.52,2.39,1.04,0.31,1.25,55.13,0.83,0,0.42,1.98,9.78,2.18
22Month,0,0.82,0.96,5.33,0.27,0,0.14,0.41,0.14,1.09,3.69,2.32,0,43.18,1.09,1.37,11.48,0.68,1.5,6.42,4.1,0.14,0.82,0.96,0.14,0.82,0,1.5,0.14,0.14,0.14,2.46,1.23,0.55,0,0.55,0,0.41
