stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,2.25,1.97,0,0,0,0,0,0,0,0.56,0,1.13,3.95,0.56,2.54,0,0.85,0,0.56,12.97,11.56,0,0.28,0,3.66,0.28,0,0.28,0.28,0.85,0.85,0,0,0
21Day,2.22,0.37,0.37,10.73,4.07,0,4.07,0,0,0,0,0,2.59,0.74,1.11,1.48,2.59,8.14,0,0,0.37,0,4.44,2.59,0,0.37,0,1.85,1.48,0,1.48,0.37,2.96,0.74,0,0,0.37
3Month,0,1.35,0.52,9.26,0,0.21,0,0.42,2.08,0,22.68,3.54,0.52,6.66,0.94,1.87,4.16,2.6,0.52,0,0.42,0.83,0.31,0,1.14,0.21,0,0.1,0.42,8.01,0.21,0,0,0,0.52,4.68,2.18
22Month,0,0.14,0.27,2.46,0,0,0.14,0.27,1.5,0.96,17.9,0.41,1.64,2.32,0.14,0,1.5,0.27,0,0.27,0,0,0.55,0,0.14,0.14,0.55,0,0,0.82,0.27,0,0,0,0.14,0,0.41
