stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0.28,0,0.28,2.54,0,0.56,0,0,0,0,1.13,1.41,0,0,0,0,0,0,0,0,0
21Day,0,0,1.48,15.17,0,0.74,0,0,0,0,0,0.37,0,0.74,1.48,1.48,10.36,0.37,0,0,0,0,0,1.48,0,0,0,0.37,0.37,0.37,0,0,0,1.11
3Month,0.21,1.77,5.62,91.64,0.1,0,0.73,0.42,23.92,4.78,0,79.05,3.95,2.5,99.75,4.99,14.56,8.95,4.99,0.94,0.42,13,4.26,0.94,0.1,3.85,0.42,0.21,2.18,8.63,0.1,2.91,2.91,19.45
22Month,0.41,3.96,5.06,43.73,0,0,1.5,0.27,17.08,9.29,3.14,99.48,1.5,6.83,130.23,2.19,5.6,13.12,5.47,0.27,2.46,6.97,0.14,0.68,0.14,3.83,0.27,0.14,0.41,8.47,0.14,0.55,0,7.93
