stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Goblet_cell,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72hpf,0,0,0.28,0,0,0,0,0,0.28,0.56,0,0.56,0.28,0,1.13,0.28,0.85,0,0,0,0
21Day,0,0,1.48,0,0,0,0,0,0,0.37,0,0.37,0.37,0,0,0.37,0,0,0,0,0
3Month,0,0,0.73,0.1,0,1.56,0.1,0.94,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0.1,0.31
22Month,0,0.14,0.96,0.14,0.41,0.55,0,0.14,0,0,0.27,0.14,0,0,0,0,0,0,0,0,0
