stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0,0,0,1.13,0,10.43,0,0,1.13,0,4.51,1.13,0,0,0,49.04,0,0,0.85,0,0,0.56,0,0,0
21Day,0.37,0,0,2.22,1.48,0,0,0,0,0,0,0,0.37,0,0,0.37,0.74,70.3,0.37,0,2.22,0,4.81,0.37,0,0,0,32.56,1.48,0,0,0.37,0.37,0,0,0,0
3Month,0.42,0.83,0,2.6,0,0.42,5.2,0.31,4.06,0,2.91,0.94,0,1.04,0.21,0.73,1.14,111.82,24.34,0,4.78,0.42,0.42,0,0.42,0.21,0,4.68,0.62,0.94,0.1,0,0,0.73,0.73,0.31,0.31
22Month,0,0.82,0.27,1.09,0,0,1.37,0.27,0.96,3.69,5.88,0.27,0.14,0.55,0,0.14,0.68,53.84,1.91,0.27,1.09,0,0.68,0,0,0.14,0.14,3.83,0.14,0.14,0,0.14,0,0.14,0.41,0,0.41
