stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,2,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0
72hpf,20.57,0,0,0.28,0.28,0.56,0,0,0,0,0,0.28,0,0,0,0.28,1.41,0.28,7.89,0,0,0.56,0,29.03,8.17,0,1.13,0,7.61,0.28,0,0.28,0,0,0,0
21Day,16.65,0.37,0,1.85,0,0,0.37,0,0,0,0,0.37,0,1.11,0.74,0,0.74,0.37,6.29,0,0,0,0,5.55,2.96,0,5.55,0,1.11,0.37,0.74,0.37,0,0,0,0.74
3Month,1.46,0.62,0,2.6,0,0,0,0.1,0.31,3.54,0,3.54,2.29,0.83,0.94,0.73,0.62,2.7,6.66,0.42,0.1,0.62,0.1,0.31,0,0.42,22.68,0,0.1,0.1,4.58,0.1,0.1,0.42,0.52,2.08
22Month,0.14,1.78,0.14,1.78,0,0,0.14,0,0.27,8.06,0.82,9.29,0.68,0.82,0.82,0,0.27,3.55,3.14,0.27,0.14,0.82,0,0.68,0,0.14,17.35,0.14,0,0,3.55,0.27,0.14,0.27,0,1.37
