stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,5,0,1,0,0,0,0,1,0,0,0,0,0,4,2,9,0,0,0,3,45,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.85,0,2.25,0,0.28,0,0,0,0,0,0,0,0,0,1.13,4.79,0.56,2.82,0,0,0.28,27.62,7.05,0,0.28,1.97,0,0,2.25,0.85,0.56,0.28,0,0,0
21Day,3.33,0.37,0.37,12.21,0.37,0.74,0.37,0,0.37,0,0,0.74,0,0,1.11,1.11,8.14,2.59,12.95,0,0.37,0,24.42,8.88,0.74,1.48,2.59,1.11,0,1.48,2.22,1.85,0.74,0,0,0
3Month,0,0.52,0.1,6.55,0,0,0.1,0.31,0.21,0,0,4.06,0.62,0.1,1.87,0.42,1.46,1.46,1.14,0.1,0.42,0,0.42,0,0.31,0.83,0.1,0.31,1.77,0.21,0.1,0,0,0.73,0.73,0
22Month,0,0.27,0,1.5,0,0,0,0,0.14,1.23,0,9.84,0.27,0,1.91,0,0.41,1.23,1.23,0.14,0.41,0,0.14,0.14,0,0.55,0,0,0.55,0.27,0.41,0,0,0.27,0,0.41
