stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,13,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,51,0,0,0,0,8,35,1,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,7.33,4.23,0,26.21,1.69,3.1,0,0.56,0,0,0,0,0.28,0,0,0,6.76,73.84,0.85,22.27,0,0.85,0.85,0.56,128.52,12.97,0.85,0,0,21.7,0.56,0.56,4.51,0,0,0.28,0,0,0
21Day,5.55,1.85,0.37,175.37,1.48,8.51,0,0,0,0,0,0,1.85,0,4.44,0.37,4.44,85.84,2.59,22.57,0,0,3.7,0,32.56,4.44,0.74,0.37,0,12.58,5.55,0.74,2.59,1.11,1.11,0.74,0,0,0.37
3Month,0.1,19.24,0.62,319.54,1.46,0,1.46,0.42,0.1,6.14,4.78,0,18.2,6.14,0.62,7.59,12.38,109.22,7.8,17.68,1.25,0,3.74,2.29,3.64,0.1,1.56,0.52,0,0,3.64,21.01,0.52,0.1,0,0,6.66,3.43,2.81
22Month,0.14,37.72,2.6,124.49,0.82,0,0.55,0.55,0,4.37,3.83,47.01,24.46,1.91,2.32,6.7,3.83,27.47,5.47,13.94,0.27,1.64,1.78,1.23,3.42,0.55,2.19,0.55,0.41,0.68,1.5,13.12,0.82,0.41,0,0.14,1.78,0,2.32
