stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,6,0,14,0,0,0,0,0,1,0,0,0,0,1,0,1,0,8,16,0,0,0,0,9,75,0,0,2,0,0,0,0,0,2,0,0,0
72hpf,9.02,9.58,0,12.97,1.41,1.69,0,0.56,0,0,0.28,0,0,0,0.85,0,4.23,15.22,4.79,38.33,0,0.28,4.51,0,24.8,29.59,0,1.13,31.57,0.85,0.28,5.64,0.56,0,1.41,0,0,0
21Day,5.55,5.92,0,15.91,0.74,3.7,0,1.85,0,0,0.74,0.37,0,1.11,2.96,0.37,0.37,23.31,4.44,25.9,0,0,10.73,0,8.88,7.4,0,0.37,8.14,1.48,0,0.74,0.37,0.37,0.37,0.74,0,4.81
3Month,0,9.05,0.42,10.4,0.1,0,0.42,0.62,0.1,0.73,8.63,0.1,17.47,16.85,0.62,3.22,1.56,16.23,10.82,9.57,1.46,0,2.5,3.43,0.52,0.1,0.73,0.21,1.14,0.62,1.46,0.31,0,0,0.1,19.66,0.62,6.45
22Month,0,6.01,0.55,6.29,0,0,0.14,0.82,0.14,0.27,11.21,6.56,23.23,3.69,2.6,2.46,0.27,2.32,14.35,3.69,0,0.14,1.09,0.27,0.27,0.14,0.27,0.14,0.55,0.27,0.14,0.14,0.14,0,0,1.23,0,1.64
