stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,15.78,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,8.51,0,0.37,0,0,0,0,0,0,0.37,4.44,0,0,2.22,0,0.37,0,0,0,0,4.81,1.85,0,0,0,1.11,0.74,0,0,0,0,0,0,0,0.37
3Month,0.52,1.56,1.56,31.41,0,0,0.94,0.42,2.81,8.43,0,164.03,14.77,1.87,14.15,2.29,9.47,5.1,14.67,5.3,0.42,2.29,2.08,0.83,0.1,1.77,1.04,0,0.83,3.54,0.1,4.78,0,0,0.1,2.5,1.87,8.95
22Month,0.68,8.47,3.55,22.27,0.27,0,3.69,0.82,5.88,35.39,7.11,420.2,11.34,6.97,21.45,1.5,4.37,24.46,28.83,0.68,10.93,3.96,0.27,1.09,0.41,3.42,2.73,1.91,1.5,4.51,0,1.5,1.78,0.96,0.14,0.96,0.14,10.11
