stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,0,2,75,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.28,0.85,0,2.54,0.85,0.56,0,0,0,0,0,0,0,0.28,0,3.1,4.79,0.56,2.54,0,0.56,0.28,0.28,3.1,5.92,0,1.41,0.28,0,1.69,0,0,0.28,0,0,0
21Day,0.37,0,0,8.14,0.37,1.48,0,0.37,0.37,0,0,0.37,0,0.37,0.74,1.11,11.84,4.07,4.44,0,0,0.37,0,2.22,3.33,0,2.96,0.37,0,0.37,0,0.37,0,0,0,0
3Month,0,0.73,0.42,14.46,0,0,0.31,0.21,1.35,0.83,0.21,25.38,0.73,0.21,4.99,2.08,2.91,12.07,2.91,0.62,0.1,1.56,1.77,0.31,0.21,0.73,0.21,0.31,4.26,0.1,0,0,0.21,1.14,2.08,0.31
22Month,0,1.37,0,7.11,0,0,0.27,0,0.96,1.91,13.94,29.93,0.27,0.14,3.96,0.68,0.55,7.11,1.5,0,1.09,0.82,0.14,0,0,0.41,0,0,0.41,0.27,0.14,0,0,0.27,0,0
