stage,Cardiomyocyte,Endothelial.cell,Epithelial.cell,Keratinocyte,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Osteoblast
24hpf,1,1,1,0,2,0,9,0
72hpf,0,0,0,0.563696112006446,0,0.563696112006446,0.84554416800967,0
21Day,0,0,0,0,0.739973720528564,0,0.369986860264282,0.739973720528564
