stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,20,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,0.28,0,2.54,3.38,0.28,0,0.28,0,0,0,0,0,0,0,0,0.56,0.85,0,0.56,0,0.28,0,0.28,12.4,8.17,0.56,1.69,0,0,2.82,0,0,0.56,0,0,0
21Day,1.48,0,1.11,5.55,2.59,0.37,0,0,0,0,0,0,0,0,0.37,0,0,1.48,0,2.22,0,0,0.37,0.37,3.7,2.22,0.74,0.37,0.37,0.37,1.11,1.11,0.37,0,0,0,0.37
3Month,0,0.52,0.52,50.76,1.87,0,0.31,0.31,0.1,1.35,1.98,0,10.82,3.12,0.21,5.82,5.1,4.78,1.87,3.33,0.31,0.1,1.87,12.38,19.66,0.73,6.66,0.31,1.04,24.44,0.21,0,0,0.1,0.42,250.47,1.35
22Month,0.27,0.68,0.96,18.45,0.27,0,0.27,0,0,0.55,2.19,0.96,33.48,1.37,0.14,6.97,1.23,0.82,1.5,3.69,0,1.78,0.27,0.96,5.74,0.14,4.78,0.14,0.27,6.97,0.41,0.27,0,0,0.14,1.09,0.55
