stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,2,69,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,1.69,0,0,2.54,0,0.28,0,0,0,0,0,0,0,0,1.13,4.79,0,2.82,0,0,0,0,17.19,25.37,0.28,0.28,0,5.92,0,0,3.95,0,0,0.28,0,0,0
21Day,1.85,0.37,0,12.21,0.37,0.74,0,0,0.37,0,0,0,1.48,0.37,0,5.55,1.11,11.1,0,0,0.74,0,7.4,10.36,0,0,0,4.44,0.37,0,0.74,0,0.37,0.74,0,0,0.74
3Month,0.31,0.94,0.42,12.38,0.1,0,0.21,1.04,1.87,0,2.7,2.91,0,1.46,0.83,5.3,1.46,3.22,0.83,0,0.73,0.73,0.73,0.21,0.31,0,0,0.1,0.52,1.66,0,0,0,0.1,0.94,0.31,1.35
22Month,0.14,0.41,0,4.65,0.14,0,0,0.82,2.6,3.69,19.27,1.09,0.68,0.82,0.27,2.87,1.91,2.87,0.14,0.14,0.27,0,0.55,0.27,0.68,0.27,0.27,0,0.14,0.82,1.78,0.55,0,0,0.14,0,1.09
