stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,27,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,1.13,0,1.41,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0.85,0,4.79,0,1.13,0,0,12.97,3.66,0,0,0,6.48,0,0,0.56,0.28,0.28,0.56,0,0,0
21Day,0.37,0.37,0,3.33,0.37,0.74,0,0,0,0,0,0,0,0,0.37,0,0.37,0.37,0,11.84,0,0,2.59,0,9.99,5.18,0,0.74,0,2.96,1.48,0,0.74,0.37,1.48,0.74,0,0,0
3Month,0.21,5.72,0.31,9.26,0.1,0,0,0.31,0.42,1.46,1.56,0.21,16.43,2.39,0.31,1.04,0.42,3.85,2.6,20.91,3.74,0,1.46,0.31,0.62,0.31,0.73,0.83,0,0.42,0.73,2.81,0.1,0,0,0.1,4.99,0.52,0.21
22Month,0,3.83,0.27,3.83,0.14,0,0.41,0,0,1.09,0.96,3.01,96.06,0.82,0.82,1.5,0.27,0.14,1.09,15.99,0.14,0.55,0.68,0,0.14,0,1.09,0,0.14,0.55,0.14,0.82,1.09,0,0,0,0.27,0,0.27
