stage,Epithelial.cell,Hepatocyte,Ionocyte,Macrophage,Mesenchymal.cell,Neural.progenitor.cell,Osteoblast,Primordial.germ.cell,Spermatocyte
24hpf,1,0,0,0,2,3,0,0,0
72hpf,0,0,0.281848056003223,0,0,0,0.281848056003223,0,0
21Day,0,0,0,0,0.369986860264282,0,0,0,0
3Month,0,0.312051019934018,0,0.104017006644673,0,0,0,0.208034013289345,0.624102039868036
