stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.41,2.82,0,0,0,0,0,0,0,0,0.56,0.56,0,0,0,0,0,0.28,8.74,4.23,0,0,0.56,0,0,3.38,0.28,0.56,0,0,0
21Day,0,0,0,0.37,2.96,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0.37,0.37,1.85,0.74,0,0,0,0.37,0,0.37,0,1.11,0,0,0
3Month,0.1,0.73,0.73,38.59,2.6,0.62,0.62,1.56,0.1,11.44,3.02,0.31,4.68,7.39,2.7,2.6,2.08,0.73,0.1,1.04,2.18,5.51,0,1.14,0.73,0.1,1.56,31.52,0.42,0.1,0.21,0.52,360.21,2.91
22Month,0,0.14,0,6.7,0.55,0,0,0,0.14,2.6,0.41,0,0.41,0.96,0,0.27,0.27,0,0.27,0,0,0.68,0,0.27,0.27,0,0.14,0.27,0.14,0,0.14,0,0,0.14
