stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0,0,0,4.07,0,0.74,0,0,0,0,0,0,0,0.37,0.37,0,4.44,0.37,0.37,0,0,0,0,0,0,0,0,0.74,0.37,0,0,0,0,0,0
3Month,0.1,1.14,0.42,332.23,0.1,0,0.62,0.1,1.35,2.29,0,27.67,3.64,0.73,7.39,1.46,34.43,2.81,5.3,0.73,0,1.35,1.25,0.31,0,0.31,0.31,0.31,3.74,4.37,0.21,0.1,1.66,2.18,2.39
22Month,0,0.14,0,4.1,0,0,0.14,0,0.14,0.14,0.14,10.25,0.14,0.14,1.37,0,0.27,0.27,0.14,0,0.14,0,0,0,0,0,0,0.14,0,1.5,0,0,0,0,0
