stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0.28,0,0,0,0.28,0,0,0,3.66,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.11,0,0.37,1.48,2.59,0,0.74,0,2.59,0,0,0.37,23.31,0,0,0,32.56,1.85,0,0,0,0,2.59,0.37,0,0,0,1.11,2.22,0,0,0.37,0,0.74,0.37,0,0,25.9
3Month,0,1.46,0.21,6.45,0,1.66,0.1,0.73,36.93,0,6.35,46.18,1.56,3.22,0.73,2.5,141.36,4.06,0.73,0,0.42,1.35,0.42,0.31,0.1,0.42,0,0.21,1.35,0.1,2.18,0,0,0,0,1.35,1.56,201.06
22Month,0.14,0.82,0.14,1.09,0,0.55,0.14,0.55,68.73,0.55,6.01,17.49,1.64,0.55,0.14,0,124.49,1.91,0,0.41,0,0,0.27,0.14,0.27,0.68,0.27,0.14,0.96,0,0,0,0.27,0,0,0.27,0,82.13
