stage,Hepatocyte,Keratinocyte,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell
24hpf,0,0,0,0,1
72hpf,0,0,0,1.12739222401289,0
22Month,0.546597727952532,0.136649431988133,0.136649431988133,0,0
