stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0.28,0,1.41,8.17,0,0.56,0,0.28,0,0,1.13,0.85,0,0,0,0,0,0.56,0,0,0,0,0,0
21Day,0.37,0,0.37,72.89,2.59,0,0,0,0.74,0,0,0,0,0,0,1.85,1.11,15.17,3.33,1.11,0,0,4.07,0.37,3.33,1.11,5.18,3.7,1.11,1.48,1.11,0.37,0.37,0.37,0,0,0,0.37
3Month,0.42,2.08,2.18,458.61,0,1.87,0.52,0.21,65.11,8.22,0,0,16.33,8.95,1.25,28.4,5.62,109.53,23.72,7.7,1.66,0.1,91.43,3.22,1.35,0.31,43.17,1.66,0.52,5.2,9.36,0.83,0.1,0,0.1,6.76,4.68,4.99
22Month,0,1.5,2.32,97.29,0,0.55,0.41,0,14.48,3.55,0.14,0.14,12.85,0.68,0.41,22.14,0.68,18.45,4.78,4.1,0.14,0.68,52.34,0,0.27,0,26.1,0.41,0.41,0.14,5.88,0.41,0.14,0,0,0.14,0,1.37
