stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0.28,0,0.56,0,0,0,0,0,0,0.56,0,0,0.85,0,0,0,0,0,0,3.1,2.54,0,0,0,0.85,0,0,0.28,0,0,0,0,0
21Day,0.37,0.37,0.37,11.47,0.37,2.96,0,0.74,0,0,0,0,0.37,0,33.67,0,0,4.44,4.07,1.11,0,0,0.74,0,3.33,2.96,0,0,0,0.74,1.85,0,0,0.74,0.37,0,0,49.21
3Month,0.1,0,0.42,9.67,0,0,0.31,0,0,0.73,0.52,0,2.81,7.59,4.68,1.35,0.31,1.56,3.22,2.08,0.31,0.1,0.52,0.31,0,0,0.42,0.1,0,0.42,0.42,8.43,0,0,0.1,0.52,12.27,65.01
22Month,0,0.27,0.27,5.47,0,0,0.14,0.27,0.14,0.27,2.32,0.82,15.71,1.5,4.65,1.09,0.27,0.14,1.78,1.78,0,0.41,0.68,0,0.27,0.27,0.27,0.14,0.27,0.41,0.27,1.64,0,0,0,0.14,0,33.89
