stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,7,0,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,2.82,1.13,0,0,0,0,0,0,0,0,0,0,0,1.13,1.69,0,6.48,0,0.28,0.28,0,27.06,19.73,0.28,0,0,7.05,0.56,0,2.25,0.28,0.28,0,0,0.28
21Day,4.07,0.74,0,12.58,0.37,1.48,0,1.48,0,0.37,0,0,0,0,6.29,0.74,1.11,5.92,4.44,13.69,0,0,1.48,0,17.76,8.88,0.37,0.37,0,11.84,0.74,0,1.48,0,0,0,0,3.33
3Month,0,0.42,0.73,15.5,0,0,0.1,0.31,1.46,3.33,0,0,6.55,3.12,1.77,3.54,1.25,7.59,12.48,10.19,3.33,0,1.77,0.94,1.87,0.1,1.87,0.94,0,0.21,0.42,16.02,0,0,0,1.14,2.6,7.7
22Month,0.41,0.96,0.68,7.52,0,0,0.41,0.27,1.09,6.42,4.92,0,31.98,0.96,1.91,4.78,0.41,2.73,15.44,12.85,0.68,1.09,1.23,0.14,6.42,0.14,0.82,0.41,0.41,0.41,0.27,6.56,0.96,0.27,0.14,0,0,4.37
