stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,0,0,1,0,30,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,3.66,3.38,0.28,0,0,0,0,0,0,0.56,0,0.85,5.36,0.28,0.56,0,0,0,0.28,14.94,8.17,0,0,1.13,0,0.56,1.41,0,0.28,0.28,0,0,0
21Day,1.11,0,0,11.47,4.81,0,0,0.74,0,0,0.37,0,0.74,0.37,1.48,3.33,0.74,3.33,0,0,0,0.74,6.29,3.7,0.37,0.37,1.85,0.74,0.37,2.59,0,0,1.11,0,0.37,0
3Month,0,0.52,0.31,15.19,0.31,0,0.31,0.62,1.66,0,4.16,1.98,0.21,2.7,3.95,4.78,1.14,3.74,1.14,0,0.52,1.25,2.18,0.1,2.81,0.21,0.1,1.04,12.38,0,0.1,0,0.1,0.94,134.91,4.37
22Month,0,0,0,4.92,0,0,0,0.14,0.41,0.14,2.87,0.14,0,0.41,0,0.41,0.55,2.19,0,0.14,0,0,0.41,0,0.14,0,0,0,5.6,0.27,0,0,0.14,0,0.41,0
