stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,4,0,12,0,0,0,0,0,0,1,0,1,0,0,0,0,4,22,13,28,0,0,0,0,14,226,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,5.36,1.13,0,15.22,4.79,2.25,0,0.85,0,0,0.56,0,0,0,0,1.41,0,5.92,25.37,11.27,21.7,0,1.13,1.69,0,77.79,76.94,0.85,0.85,23.96,0.56,0,0,11.27,0.56,0.56,1.69,0,0,0
21Day,2.22,2.22,0,48.1,1.85,3.33,0,1.11,0,1.11,1.48,0,0,1.48,1.85,28.86,0.37,2.96,46.25,17.76,41.07,0,0,14.06,0,14.8,29.23,0,0.74,19.61,4.07,0,0,1.11,2.59,1.85,0.37,0,0,14.8
3Month,0.21,3.54,0.73,44.73,0.52,0,1.25,0.52,0.31,17.68,26.52,0.21,0,6.55,36.51,6.03,4.89,3.95,4.58,39.63,10.19,4.37,0,14.25,0.83,2.6,0.21,1.87,0.73,1.46,0.83,0.21,4.06,0,0,0,0.1,1.87,2.6,60.12
22Month,0,8.2,0.68,17.49,0.14,0,0.14,0.68,0,7.79,44.41,9.02,0,16.4,6.01,5.88,2.87,0.82,2.87,24.73,8.34,0.41,0.41,6.7,0,1.64,0.41,0.82,0.68,0,0,0,0.96,2.19,0.14,0,0.27,0.41,0,13.8
