stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,0.85,0,1.41,0,0,0,0,0,0,0,0,0,0,0.28,1.13,0.28,1.41,0,0,0,0,68.21,3.66,0,0.28,1.13,0,0,0.56,0.28,1.41,0,0,0
21Day,0.74,0,0,0.74,0,0.74,0,0.37,0,0.37,0,0,0,0,0.37,0,0,0.37,0,1.48,0,0,1.48,0,20.72,5.92,0.37,0.74,1.11,0.37,0,1.48,0,1.48,0,0,0
3Month,0.1,0.62,0.21,2.18,0,0,0.1,0,0.21,48.68,0,0,2.5,0.62,0.21,0.42,0.1,0.42,1.14,1.35,0.31,0,0.42,0.21,1.04,0.1,0.83,0.31,0,0.21,1.66,0.42,0.1,0.42,8.84,0.31,0.62
22Month,0,2.05,0,0.55,0.14,0,0.14,0,0.14,33.89,0.14,0,4.65,0,0.27,0.82,0,0,0.68,2.6,0.14,0.14,0.68,0,1.37,0.27,0.55,0.96,0.27,0.14,1.09,0.41,0,0.14,2.32,0,0
