stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,6,41,0,0,4,0,0,0,0,0,0,0,0
72hpf,7.61,0,0,0,0.28,1.13,0,0,0,0,0,0,0,0,0,0,1.69,1.13,0,2.54,0,0.56,0,0,3.1,3.95,0,0,3.1,0,0.28,1.69,0,0.56,0,0,0
21Day,10.73,0.37,0.37,3.33,0.37,0.37,0,0.37,0,0.74,0,0,0.37,0,1.48,0.37,0,1.85,1.11,9.99,0,0,1.85,0,3.7,2.96,0,0,2.22,1.11,0,0.37,0.74,0.37,0,0,1.11
3Month,0,0.31,0.1,1.77,0,0,0.1,0.1,0.42,1.35,0,0,17.06,1.56,0.1,0.73,0.31,0.52,2.5,2.08,0.31,0,0.1,0.1,0.1,0,0.1,0.1,0.21,0.52,1.25,0.1,0,0.1,0.42,0.1,2.39
22Month,0,0.55,0,0.68,0,0,0,0,0.14,1.37,0.27,0,8.61,0.27,0.27,0.41,0,0.14,1.23,1.5,0.14,0.41,0,0,0.14,0,0.27,0.27,0,0,0,0,0,0.14,0.27,0,0.55
