stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,6,0,26,1,1,0,1,0,1,0,0,0,0,0,1,33,81,48,0,0,0,0,6,385,0,0,0,5,0,0,0,0,0,1,0,0,0
72hpf,2.82,2.54,0,6.76,0.85,2.54,0,1.13,0,0.56,0,0.28,0,3.66,0,6.76,12.4,1.97,17.19,0,0,0,0.56,27.9,113.87,0,0.28,0,9.02,0.28,0,2.82,0,0,0.56,0,0,0
21Day,4.81,1.48,0,23.68,0,20.72,0,13.32,0.37,1.48,0,0.74,1.48,19.61,0.74,1.48,4.81,4.44,6.66,0,0,0.74,0,6.66,20.35,0.37,0,0,2.22,1.11,0.37,0.74,0.37,0.37,0,0,0.37,8.51
3Month,0.1,0.31,0.62,8.63,0,0,0.31,3.02,0.31,11.44,0,7.28,12.69,4.58,2.81,1.04,2.81,8.43,2.18,0.42,0.1,0.73,0.31,0.73,0.62,0.52,0.42,0,0.1,1.14,61.27,0.1,0,0,0,0.94,126.07,18.83
22Month,0.14,0.41,0.27,1.64,0,0,0.82,0.82,0.41,30.75,0.55,8.88,5.88,7.24,4.65,0,0.41,20.77,0.68,0,0.68,0,0,0,0,0.14,0,0.82,0,0.27,6.83,0.14,0.55,0,0,0.27,0.14,2.87
