stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,67,100,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.28,0,9.02,0.56,0.85,0,0.28,0,0,1.97,0,0,0,0.28,0,2.25,170.52,78.92,1.69,0,0,0,0.28,8.74,5.07,0.28,0,3.38,0.28,0,0.56,0,0.28,0,0,0
21Day,0.74,0,0,26.64,0,1.11,0,1.11,0,0,4.81,0,0,0,4.07,0,1.85,31.45,74.37,0.74,0,0,0.37,0,1.48,3.33,0,0,0.74,1.11,0,0.74,0.37,1.11,0,0,2.59
3Month,0,0.31,0.21,6.87,0,0,0.1,0.1,0,0.42,6.45,0,4.26,10.19,0.21,1.25,0.31,1.25,75.83,0.73,0.21,0,0.52,0.42,0,0,0.21,0.31,0,0.31,3.95,0.1,0,0,0.21,1.14,3.85
22Month,0,0.82,0.41,6.29,0,0,1.09,0.14,0.14,1.37,51.24,0.82,11.48,3.01,0.68,1.23,0.55,0.82,197.87,1.78,0.14,0.41,0.68,0,0.14,0,0.27,0.82,0,0.27,3.42,0.41,0.14,0,0,0,1.91
