stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4,28,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,2.82,1.13,0,2.25,0,1.69,0,0,0,0,0,0,0,0,0,0.28,3.1,0.85,4.51,0,0,0,0,324.41,21.7,0,10.43,6.48,0.28,0,16.63,0,0,1.41,0,0,0
21Day,1.85,0.37,0,2.22,0.37,4.07,0,0,0.37,0,0,0.74,0.37,1.11,0,0,2.96,1.11,9.62,0,0,1.11,0,107.67,4.81,0,2.96,5.92,4.81,0,11.47,1.11,0.74,2.22,0,0,1.11
3Month,0.31,0.52,0.1,5.62,0.1,0,0.21,0.1,0.1,10.4,0.1,5.82,2.5,0.31,0.83,0.1,3.22,1.04,4.16,2.81,0.1,0.42,0,3.02,0.52,1.77,0.31,0.73,0.62,2.18,0.1,0,0,0.52,0.42,14.87,0.62
22Month,0.27,0.27,0.14,2.19,0,0,0.14,0,0.27,12.03,0.27,11.75,1.09,0.41,1.23,0,1.23,1.09,6.01,0.82,0,0.41,0.27,4.65,0.14,1.23,0.68,0.96,0,0.96,0.68,0.14,0,0.55,0,0,0.55
