stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,5,1,0,0,1,0,0,0,0,2,0,0,0,0,3,2,12,6,0,0,0,0,8,122,1,0,0,0,0,0,0,0,3,0,0,0
72hpf,3.66,3.1,0,6.2,1.13,4.79,0,0.56,0,0,0.28,0,0,0,0,1.69,0,4.23,13.81,1.97,10.71,0,0.85,0,0,41.15,45.38,1.41,0.85,0,5.36,0.56,0,5.07,0.28,0.28,0,0,0.28
21Day,2.59,1.11,0.37,21.83,1.48,15.17,0,5.18,0,0,0.74,0,0,0.74,1.48,4.81,1.11,2.59,9.62,5.18,14.43,0,0.37,1.85,0.37,18.13,22.94,0.37,0.37,0,7.77,1.85,0.74,2.59,1.48,0.37,0.37,0,1.48
3Month,0.1,4.58,1.87,50.55,0.31,0,0.62,1.35,0.31,5.62,12.69,0.1,0,71.88,8.22,1.98,25.17,5.93,11.23,18.1,12.27,2.39,0,5.41,3.33,2.18,0.42,3.02,1.87,0,0.62,1.04,53.98,0.42,0,0.21,3.85,49.62,11.23
22Month,0,1.91,1.09,10.8,0.27,0,0.41,0.41,0.14,1.37,10.39,3.55,0,60.13,2.87,2.73,15.3,0.55,1.09,12.98,5.74,0.14,2.19,2.73,0.14,1.23,0.14,1.23,1.78,0.14,0.14,0.68,7.93,0.82,0.55,0,0.41,0,2.46
