stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6,0,0,0,0,2,59,0,0,2,0,0,0,0,0,0,0,0
72hpf,0.56,1.41,0,2.25,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0.28,2.54,0,9.3,0,1.13,0.28,0,68.49,12.97,0,0.28,6.76,0,0,2.25,0,0.28,0,0,0
21Day,1.48,0,0,1.48,0,2.22,0,0.74,0,0,0.37,0,0,1.11,0,0,0.37,0.37,0.74,1.85,15.54,0,0,2.96,0,28.12,2.96,0.74,0,3.33,1.11,0.74,0.74,0.37,0.37,0,0,0.74
3Month,0.1,0.73,0.21,5.51,0.21,0,0.21,0.1,0.1,1.25,2.18,0.31,0,10.82,2.7,0.21,1.87,0.31,1.87,1.46,11.44,0.73,0,1.25,0.52,0.73,0.42,0.62,0.52,0.1,1.25,117.75,1.04,0,1.35,1.04,39.53,2.18
22Month,0,0.68,0,2.32,0,0,0,0,0,0.14,1.09,2.05,0,13.25,0.14,0.68,0.96,0,0.14,2.32,4.37,0,0.27,0.55,0,1.5,0.27,0.27,0.27,0.14,0.14,5.6,2.46,0,0.41,0.14,0,0.55
