stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,4,0,0,0,0,7,33,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.41,1.69,0,3.66,0.56,2.54,0,0,0,0,0,0,0.28,0,0,0,0.28,6.48,1.69,6.2,0,0.56,0,0,111.89,22.27,0.28,0.28,10.71,0,0,3.95,0,0.56,0,0,0
21Day,1.11,0,0.37,24.05,0.74,3.7,0,0,0,0,0,0,0.37,1.11,2.96,0,2.22,20.35,0.37,12.95,0,0,3.7,0,38.48,5.92,0,1.48,8.51,3.33,0.74,0.74,0.37,0.74,0,0,5.55
3Month,0.1,0.21,0,18.93,0.1,0,0,0,0.1,0.1,1.04,0,2.29,13.94,0.21,0.31,0.21,2.5,0.83,5.1,3.95,0,0.1,0.21,0.94,0.21,0.42,0.1,0.1,0.31,11.44,0.1,0,0,0.31,10.3,3.12
22Month,0.14,0.27,0,6.42,0.14,0,0.41,0.14,0,0,1.23,3.55,8.47,2.05,0.14,0.68,0.27,0.82,1.09,4.24,0.14,0.27,0.14,0,0.82,0.14,0.68,0,0.14,0,2.87,0,0.14,0,0.14,0,1.5
