stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.28,0,0.28,0,0,0,0,2.54,0.28,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0,0,0,16.28,0.74,0,0.37,0,0,0,0,0,0.37,0.74,0.37,1.11,0,0.37,0,0,1.11,0,1.11,1.48,0,0,0,0.74,0.37,0,0.37,0.37,0,0,0,0.37
3Month,0.62,0.73,0.62,41.61,0,0.42,0,2.91,1.77,0,18.31,1.66,0.1,152.38,1.46,4.26,2.18,3.54,1.14,0,0.62,1.04,0.1,0.1,0.21,0.31,0,0.1,1.56,3.22,0.1,0,0,0.94,1.25,1.14
22Month,0,0.41,1.5,8.06,0,0,0.14,2.32,1.23,1.37,23.78,0.55,0.14,153.46,0.14,0.41,2.32,2.05,0,0.96,0.55,0,0.14,0,1.23,0.27,0.14,0,0,0.14,0.41,0.27,0.14,0,0,0.55
