stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,30,0,0,0,2,11,546,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,8.74,1.97,0,6.48,16.07,5.07,0,0,0,0,0,0,0,0,0,0,6.48,15.5,1.13,47.07,0,0,1.41,4.23,301.86,202.09,0.28,0.28,0,42.84,0.28,0.28,51.86,0,0.28,1.41,0,0,0
21Day,4.81,1.11,0.74,18.13,13.69,7.77,0,0.74,0,1.48,0,0,1.85,0,1.11,7.77,0.37,12.21,3.33,91.76,0,0,3.7,1.85,97.68,90.28,1.85,1.11,0,66.6,7.77,1.11,17.39,1.85,1.48,0.74,0,0,0.74
3Month,0.94,5.1,0.31,14.04,0.83,0,0.1,0,0,9.88,0.62,0,3.85,0.94,0.1,14.25,0.94,0.94,4.78,3.54,0.42,0,0.62,11.44,0.42,0.31,1.87,0.1,0,0.31,0.73,12.38,0.1,0,0,0.1,0.31,2.18,0.73
22Month,0.27,5.88,0,6.29,0.55,0,0,0,0.14,4.1,0.27,0.27,19.13,0.14,0.14,10.39,0.14,1.23,1.91,1.91,0.14,0.14,0,0.14,0.55,0.14,2.19,0,0.14,0.14,0,3.55,2.19,0,0,0.14,0,0,1.09
