stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,1.41,0.56,0.28,0,0.28,0,0,0,0,0,0.56,0.56,0.56,4.51,0,0,0,0,27.62,11.27,1.13,0,4.23,0,0.28,1.41,32.13,23.11,0.56,0,0,0
21Day,1.85,0.37,0,6.29,0.37,4.07,0,1.48,0,0.74,0.37,1.85,1.11,0.37,5.92,0.37,10.36,0,0,0.37,0,14.43,5.92,0.37,1.11,4.44,1.48,0.74,0.74,65.12,189.06,0,0,0,1.11
3Month,0,0.1,0,2.7,0,0,0.31,0.1,0.42,4.99,0.21,0.42,1.25,0.1,0.83,5.1,2.29,0.52,0,0.31,0.31,1.56,0.21,3.12,0.1,0.21,0.1,3.02,0,0.21,0.1,0.31,0.1,1.04,0.62
22Month,0,0.27,0.14,1.64,0.14,0,0,0.14,0.55,8.2,0,0.27,2.05,0,0.14,1.64,1.09,0.14,0.14,0.14,0,0.41,0,6.29,0.14,0,0,0.96,0.55,28.29,0.14,0.82,0,0,0.82
