stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,1.11,0,4.81,2.96,1.48,0,1.11,0,0,0.37,0,0.74,53.65,0.37,0.74,0.37,1.48,0,0,0,0,2.59,1.11,4.07,0.37,0,1.85,0,0.37,0,0,0.37
3Month,0,0.21,2.39,8.43,0,0.1,12.17,0.62,0,3.64,1.46,0.1,132.93,0.52,1.04,0.83,1.04,0,0,0.62,0.31,0,0,2.08,0.1,0,0.42,0.42,0,0.31,0.42,0.52
22Month,0,0.41,3.55,2.87,0,0.14,6.83,0.55,0.55,7.65,0.27,0.14,108.91,0.14,0,0.68,0.55,0.27,0.55,0.14,0.14,0.14,0,3.14,0.41,0.14,0,0.14,0.14,0,0,0.27
