stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0.56,0,0,0,15.78,5.36,0,0,0,0,0,0.28,0,0,1.13,0,0,0
21Day,0.37,0.37,0,1.11,0.37,0.37,0,0,0,0,0,0.37,0,0,0.37,0.74,3.33,0,0.37,0,11.47,2.59,0,0,0.37,0.37,0,0.37,0.74,2.22,0.37,0,0,0.74
3Month,0,0.62,0.1,1.66,0,0,0,0.1,0,1.25,0.52,0,0.52,0.21,0.73,0.42,0.94,0.21,0,0.1,1.56,0,0,0,0,0,1.35,0.21,0,0,0,0.1,4.26,0.1
22Month,0,0.27,0,0.82,0.14,0,0.27,1.09,0.41,6.42,0.27,0,0.68,0,0.55,0.14,0.82,0,0,0,1.5,0.14,0.14,0.14,0,0,0.68,0.68,0.27,0,0,0.14,0,0
