stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0.28,1.97,0,0,0,0,0,0,0,0,0,0.56,0.85,0,1.13,0,0,0,7.89,2.82,0,0.28,0,3.95,0,0,0,0,0,0.56,0,0,0
21Day,0.74,0,0.37,1.48,0.37,0.74,0,1.11,0,0,0,0.74,0,0.74,0.37,0,0,0.37,2.59,0,1.11,0,4.44,1.48,0,0,0,1.11,1.11,0,0.37,0,1.11,0,0,0,1.11
3Month,0.1,0.83,0.1,10.51,0.1,0,0.52,0,1.46,2.7,0,23.61,2.91,1.14,4.26,1.04,5.72,2.91,6.14,2.7,1.25,1.35,0.94,0.1,1.46,0.31,0,0.21,0.73,8.11,0.52,0,0,0.21,1.98,36.41,3.74
22Month,0,0.82,0.27,3.01,0.14,0,0,0,0.68,3.42,0.68,21.86,1.09,1.64,1.78,0.27,0.68,2.32,4.24,0.27,0.82,0,0.14,0.41,1.09,0.55,0.41,0,0,0.68,0.68,0.27,0,0,0.55,0.14,1.91
