stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,181,19,0,150,5,6,0,7,0,0,0,0,30,0,0,1,2,47,48,117,302,0,3,0,3,180,2169,1,0,0,36,0,0,0,0,0,0,14,0,0,0
72hpf,151.92,13.25,0.28,71.03,21.42,24.24,0,9.58,0,0,1.69,0,0,2.82,0,14.94,1.13,136.7,133.88,10.99,160.09,0,49.89,6.48,11.56,825.53,576.1,1.69,5.07,0,116.69,22.55,0,0.28,42,11.56,7.05,16.91,0,0,0
21Day,163.16,7.77,8.88,263.06,7.77,72.15,0,119.14,0,2.59,7.4,0,0,40.7,3.7,94.35,58.09,53.28,96.2,40.7,310.79,0.37,0.74,24.05,2.59,228.28,204.23,3.33,5.92,0,120.99,37,0,7.4,33.67,11.47,25.9,7.03,0.74,0,23.68
3Month,8.01,13.73,25.07,311.22,2.5,0,7.18,16.02,0.42,38.8,44.1,0.21,0,1018.74,75.2,27.15,365.41,65.53,94.55,79.26,108.49,30.48,1.98,32.66,39.42,11.55,4.89,17.27,7.7,0,4.47,29.64,0.21,410.56,3.95,0.83,0,1.66,21.01,59.6,93.62
22Month,4.51,19.4,23.37,100.44,0.68,0,7.38,9.02,0.27,26.24,110.82,73.52,0,1361.57,31.16,46.6,263.05,13.8,17.22,119.02,91.97,4.24,55.48,18.45,2.19,6.42,2.73,9.7,11.07,7.65,2.87,3.28,0,62.45,4.51,6.42,0,0.68,1.5,0,27.06
