stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,98,1,0,13,4,0,0,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,9.86,1.13,0,9.02,28.18,4.79,0,0,0,0,0,0,0,0,0,2.54,32.41,0.28,10.99,0,0.28,0.56,0.85,616.12,22.55,1.13,0.56,9.58,0.56,0,0,7.05,0.56,1.97,0.28,0,0,0
21Day,6.29,0.74,0.37,12.95,14.43,5.92,0,2.22,0,0,0,0.37,0,1.85,2.96,2.96,41.81,1.11,15.17,0,0.37,1.48,0,183.51,5.18,1.48,0.74,5.55,7.4,0,0.37,3.33,4.07,11.84,0.37,0,0,1.48
3Month,1.04,1.98,0.1,21.43,5.41,0,0.31,0.31,2.6,1.66,0,5.2,1.35,0,2.18,11.23,2.39,1.04,1.98,0.21,0.1,0.42,1.35,4.78,0.52,2.29,0.42,0.1,0.83,0.1,74.89,0.31,0,0,0.1,0.31,93.2,1.98
22Month,0,2.46,0.27,2.87,1.5,0,0.27,0,0.14,3.55,2.32,10.39,1.09,0.14,1.37,1.37,0.82,0.82,2.05,0.14,0.41,0.82,0,5.74,0.27,2.05,0.82,0,0.14,0,10.93,1.64,0.96,0,0,0,0.96,0
