stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0.28,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0.85,0,0,0.28,0,35.51,3.38,0.28,0,2.25,0,0,1.69,0.28,0,0,0,0,0
21Day,1.11,0,2.22,0,0.37,0,0,0,0,0,0,0,0,1.11,0,0.37,1.11,1.85,9.62,0,0,3.33,0,19.61,2.59,0,0,2.22,1.48,0,2.22,0,0.37,0.74,0,0,0.37
3Month,0.21,0.31,6.24,0,0,0,0.1,0.1,0.1,3.54,0,1.77,1.77,0.42,1.04,0.42,1.04,2.81,4.47,1.35,0,1.87,0.62,1.35,0.1,3.33,0.62,0.31,0.21,12.69,0.83,0,0,0.31,0,21.01,5.62
22Month,0,0.55,1.37,0,0,0.14,0.27,0,0.14,2.6,5.33,3.42,0.27,0.41,0.27,0.14,0,1.23,3.96,0,0.14,0.55,0,0.41,0,1.78,0.68,0,0,0.68,0.14,0,0,0,0.27,0,1.09
