stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,219,0,2,0,0,0,0,2,16,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,2.54,0,0,7.61,0.56,4.23,0,0,0,0.28,0,0,0,0,0,5.07,633.31,1.13,8.17,0,0.56,0.28,0,33.26,16.63,0,0.28,6.76,0.56,0,0,2.25,0,0.56,0,0,0
21Day,1.85,0,0.74,65.86,0,2.22,0,0.37,0,0,0,0.37,0,1.11,1.85,3.33,44.03,1.11,1.85,0,0,0,0,2.96,1.11,0,0,0.37,2.22,0,0,0.37,1.11,17.76,0,0,0
3Month,0,0.42,0,130.96,0,0,0.42,0,0.62,1.35,0.1,5.41,1.56,0.21,1.35,18.72,14.25,1.04,1.25,0.1,0,0.62,0.62,0.21,0.1,0.1,0.1,0.21,0.62,0.1,1.25,0.21,0,0,0.62,0.62,0.83
22Month,0,0.27,0.27,26.65,0,0,0,0.14,0,1.09,0.55,3.96,0,0,0.96,3.83,2.87,0.41,1.37,0.27,0,0,0,0.14,0,0.14,0,0,0,0,0.82,0.68,0.14,0.14,0,0,0
