stage,Epithelial_cell,Goblet_cell,Hepatocyte,Nephron_cell,Neural_cell,Pancreatic_cell,Primordial_germ_cell,Spermatocyte
3Month,0.1,0.1,0.1,0.1,0.1,0.1,2.81,0.83
22Month,0,0,0.27,0,0,0,0,0
