stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0.56,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0.37,0,0,0,0,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0,0
3Month,0.31,0.52,0.1,11.03,0.31,0.1,0.31,0.21,0.52,1.25,0,6.76,1.04,0.62,1.66,2.29,0.73,1.46,0.83,0.1,0.1,0.83,0.83,3.12,0,0.42,0,0,0.31,0.73,0.1,3.54,0.1,0.1,0.42,189.73,3.12
22Month,0,0,0,2.19,0,0,0,0,0,0.27,0.14,3.55,0,0,0.14,0.41,0.14,0.14,0.27,0,0.14,0.14,0,0.14,0,0,0.27,0.27,0,0,0,0.68,0,0,0,0.68,0.14
