stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.95,0.28,1.13,4.23,0,0,0,0,0,0,0,0,0,0,0,1.13,0.28,3.66,0,0,0.85,0,67.64,10.15,0.56,0,5.64,0,0,1.41,0.85,1.41,2.82,0,0,0
21Day,7.03,0.37,4.44,1.11,2.59,0,0.74,0,0,0,0.74,0,0.37,0.37,0,1.48,0.37,8.14,0,0,0.74,0,50.32,10.36,0.37,0.37,7.77,1.48,0.37,1.48,0.37,2.22,12.95,0,0,0.37
3Month,0,0.1,3.85,0.83,0,0.21,0,0.31,0,0.1,5.1,0.21,0,1.25,0.1,0.31,0.52,6.24,0,0,0.31,0.1,10.09,0.21,12.27,0,0,0.21,2.29,0.31,0,0,1.66,0.31,0.21,0.31
22Month,0,0.82,2.73,0.27,0,0.27,0,0.41,0.96,19.81,8.34,0.14,0,0.41,0.27,0.27,0.68,1.64,0.41,0.41,0,0,8.34,0.68,7.24,0.14,0.14,0.14,1.78,1.23,0,0,1.23,0,0,0.14
