stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,14,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,3.66,0.28,0.28,0.28,4.23,0.56,0,0,0,0,0,0,0,0,0,1.13,0,0,3.1,0,0,0,0,8.46,2.54,0,0,0,0.28,0,0,0.28,0,0,0,0,0,0
21Day,2.96,0,0,0.37,1.48,0.37,0,0,0,0,0,0.37,0,0,0,0,0,0,1.48,0,0,0.37,0,1.85,0,0,0,0,0.37,0,0.37,0.37,0.37,0.37,0,0,0,0
3Month,6.87,0,0.21,4.16,1.25,0,0.1,0,1.04,0.52,0,9.67,0.94,0.1,1.66,0.62,0.52,1.25,3.85,0.73,0,1.35,0.42,0.42,0,0.52,0,0,0,0.42,15.39,0.21,0,0,0.21,0.31,9.26,1.04
22Month,0.82,1.37,0.14,3.42,0.41,0,0.14,0.14,0.68,2.05,16.53,47.01,1.5,0.41,3.69,0,0.14,2.05,3.01,0.14,0.68,0.27,0,0.55,0.41,0.27,0.27,0.14,0.55,0.14,18.17,0.41,0.27,0,0,0.14,0,0.41
