stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,4,0,0,0,0,1,22,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,0.85,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,2.25,0,1.13,0,0.28,0,0,7.33,5.07,0,0,0,1.41,0,0,0.85,0,0.28,0,0,0
21Day,0,0,0,1.85,0,0.37,0,0.37,0,0,0,0,0.37,0,0.74,0.74,0.74,0.74,0.74,4.81,0,0,0.37,0,2.96,1.11,0,0,0,1.11,1.48,0,0.37,0,0.37,0,0,0.37
3Month,0,0.83,0.62,9.15,0,0,0.21,0.83,1.35,2.39,0,0,24.44,4.26,0.21,7.18,0.83,4.78,2.39,6.45,1.66,0,0.73,0.83,0.73,0.1,0.62,0.1,0,0.52,1.04,4.06,0.31,0,0.21,0.52,0.42,3.95
22Month,0,0,0.14,2.73,0.14,0,0.27,0.14,0.41,2.73,0.68,0,18.31,2.46,1.09,3.14,0.41,0.41,2.87,2.46,0,0.14,0.96,0,0,0,0.14,0.27,0.14,0.27,0,0.96,0.27,0.14,0,0,0,0.82
