stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,11,1,0,0,0,0,0,2,0,0,0,0,0,7,1,4,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,3.38,0.28,0.56,0,0,0,0,0,0,0,0.28,0,2.82,6.48,0,4.79,0,0.28,0.56,0,41.15,17.47,1.13,1.41,0,1.97,0,0,0.56,0.28,0,0.56,0,0,0
21Day,1.48,0,0,50.69,0.74,2.59,1.11,0,0.37,0,0,0.74,0,1.48,1.11,2.59,13.69,1.11,3.7,0,0,0.74,0,31.45,4.81,1.85,0.37,0,2.22,2.22,1.48,0,0,1.11,0.74,0,0,0.37
3Month,0.1,0.42,0.42,14.77,0,0,0.1,0.73,0.62,0,0,2.81,0.42,0.1,0.73,0.42,0.94,0.62,1.66,0.42,0,1.66,0.1,1.25,0,4.16,0.42,0,0,0.21,32.56,0.1,0,0,0.21,0.31,1.56,0.52
22Month,0,0.41,0.14,3.01,0,0,0,0.41,1.09,0.14,0,6.7,0,0,0.55,0.41,0.14,0.68,1.64,0,0.14,1.09,0,2.6,0.14,1.64,0,0.14,0,0,3.55,0.14,0,0,0,0,0,0
