stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,1,18,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,2.25,0.28,1.97,0,0.28,0,0,0,0,0,0,0,1.41,2.25,0,3.38,0,0,0,132.47,6.2,1.69,0.56,4.23,0.28,0,3.1,0,0,1.13,0,0,0
21Day,2.59,0,0,42.92,0.37,5.55,0,1.85,0,0,0,0.74,1.85,2.22,0.74,2.96,5.55,4.44,8.88,0.37,1.48,0,116.55,2.96,1.11,1.11,4.07,4.81,0,4.81,0,0.74,0,0,0,0.74
3Month,0.1,1.25,0.1,32.45,0.83,0,0.21,0,0.62,1.14,0.1,4.16,1.87,0.21,2.7,12.38,3.33,19.35,10.4,9.88,4.16,0.62,2.91,0.1,6.66,0.21,0.21,0.73,11.96,0.62,0,0,0.1,0.31,4.06,1.04
22Month,0,0.68,0.14,14.48,0.27,0,0.14,0,1.64,0.55,0.41,5.88,0.55,0.27,1.5,4.78,0.41,7.79,3.01,0.27,3.42,0.14,2.73,0.14,6.01,0.68,0,0.14,9.98,2.19,0.14,0,0,0,0,0.82
