stage,Epithelial.cell,Keratinocyte,Mt.rich.cell,Neural.progenitor.cell,Osteoblast,Primordial.germ.cell,Retinal.cone.cell,Smooth.muscle.cell,Spermatocyte
24hpf,1,1,1,3,1,0,0,0,0
21Day,0,0,0,0,0,0,0.369986860264282,0,0
3Month,0,0,0,0,0,2.2883741461828,0,0.104017006644673,3.84862924585289
