stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0.28,0,0,2.54,0,0,0,0,0.28,0.28,0,0,0
21Day,1.48,0,0,3.33,16.65,2.59,0,0,0,0,0,0.74,0,1.48,0,0,1.48,0,22.94,0,0,11.84,0.37,5.55,2.59,0,0,37,2.22,0,0.37,0,3.33,0.37,0,0,0
3Month,0.1,0.62,0.1,7.59,7.59,0,0.21,0.21,0.62,2.6,0,3.95,1.46,0,2.91,0.52,8.95,1.35,28.5,2.08,0,5.1,0.1,0.42,0.83,0.42,0.31,2.81,0.73,1.66,0.42,0,0,8.84,0.83,1.04,1.35
22Month,0.27,0.68,0.14,13.12,4.37,0,0.14,0,0.14,0.41,0.55,6.83,0.27,0.27,1.09,0.14,5.6,0.41,10.66,0.27,0.27,3.01,0,0,0.27,0.14,0.55,0.14,0.41,0.41,5.33,0.14,0,3.69,0,0,0
