stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,58,2,0,0,0,0,0,0,0,0,0,0,0,2,4,1,17,0,0,0,0,3,71,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,9.02,0.28,0,87.09,3.66,1.41,0,0,0,0,0,0,0,0,0.28,0,1.69,48.48,1.13,115.28,0,0,7.89,0.28,20.57,19.73,0,0.28,0,60.32,0,0,2.25,0,1.13,0,0,0
21Day,4.81,0.74,0,96.2,2.22,1.48,0,1.11,0,0,0,0,1.11,0,0.74,0,2.59,37.37,0.37,75.11,0,0,45.14,0,6.29,4.44,0,0.37,0,45.88,6.29,0.37,0.74,2.22,0.74,4.81,0,0
3Month,0.42,0.1,0.42,24.44,0.21,0,0.1,0,0.1,0.52,3.85,0,2.5,1.04,0.21,1.87,1.66,39.63,0.52,3.74,1.77,0,0.42,0.21,0.31,0.31,0.42,0.1,0,0.42,0.52,1.66,0.1,0,0.42,8.84,0.21,0.52
22Month,0.27,0.27,0.14,12.44,0.14,0,0,0,0,0.14,2.32,3.96,7.38,0,0.14,1.23,0.55,9.43,0.27,5.06,0.55,0.14,1.78,0,0,0,0.27,0,0.27,0.27,0,2.6,0.14,0,0.14,0.68,0,0
