stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0.28,0.85,0,0.85,0,0,0.28,0,84.84,2.82,0,0,0.85,0,0.28,0.85,0.56,0.56,0,0,0
21Day,0.74,0,1.11,4.07,0.37,4.07,0,0.37,0,0,0,1.11,0.37,1.48,0,1.48,0.74,0.37,2.59,0,0,0.37,0,130.61,1.85,0,0,1.85,4.44,0,1.11,0.74,1.11,0,0,1.11
3Month,0,0.31,0.21,3.02,0,0,0.1,0,0.52,0.62,0,4.47,0.94,0.21,1.46,0.21,1.04,0.62,0.73,0.1,0,0,0.21,1.35,0,0,0.1,0,0.1,7.59,0.52,0,0,0.21,2.29,0.52
22Month,0.14,0.27,0,1.37,0,0,0,0.14,0.27,1.64,0.14,18.99,0.14,0.68,1.64,0,0.41,1.5,5.74,0.27,0.14,0.41,0,5.19,0,0.41,0.14,0,0.14,4.37,0.68,0,0,0.27,0,0.68
