stage,Endothelial.cell,Keratinocyte,Macrophage,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell,Osteoblast,Pancreatic.cell,Smooth.muscle.cell
24hpf,1,0,1,1,0,3,0,0,0
72hpf,0,0,0,0,0.563696112006446,0.84554416800967,0.281848056003223,0,0
21Day,0,0.369986860264282,0,0.369986860264282,0,0,0,0.369986860264282,0
3Month,0,0,0,0,0,0,0,0,0.208034013289345
