stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0.28,0,0,0,0,0,0,0.28,0,3.95,0,0,0.28,0,0.56,0.28,0.28,8.17,0.28,0,0,0.28,0,0,0.28,0,0,0,0,0.28
21Day,1.11,0,0.37,2.96,1.11,0,0,0,0,11.47,0,4.07,0.74,0,0.74,11.1,3.7,0,0,0.74,1.11,3.7,1.85,0,0.37,1.11,2.22,0,0,0.74,0.37,0,0,16.65
3Month,0,0.31,6.45,5.1,0,0.94,0,2.08,1.46,27.36,1.56,0.62,31.52,0.94,1.25,30.16,1.35,0.52,0.1,0.52,10.61,0.31,0,0.21,0.1,0,4.37,3.74,0,0,0,0.83,1.98,43.17
22Month,0.14,0.55,1.23,1.78,0,0.14,0.27,1.78,0.68,15.99,0.68,0,4.65,0,0,7.24,0.41,0,0.41,0.14,0,0,0,0.27,0.27,0,0,1.09,0,0,0,0,0,13.12
