stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,10,0,0,0,0,3,584,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,5.36,0,2.82,0.28,4.79,0,0,0,0,0,0,0,0,0,0,1.97,5.07,0.56,3.66,0,0.28,0.28,0.28,162.63,256.48,0,1.13,3.95,0,0,24.24,0,0.28,0.85,0,0,0
21Day,4.44,0,3.33,0,5.18,0,1.11,0,0,0,0,0.37,0,0.37,1.11,0.37,4.07,0.37,1.48,0,0,0.74,0,82.51,125.06,0.74,0.37,2.59,5.55,0,12.95,1.11,1.85,0.37,0,0,1.11
3Month,0,0.21,1.66,0.1,0,0,0,0.1,0.21,0,0,2.81,0.21,0.1,0.42,0.31,2.5,0,0.21,0.21,0,0.21,0.31,1.25,2.6,0.21,0.1,0.31,0,2.29,0.52,0,0,0.1,0.1,13.73,0.42
22Month,0,0.55,1.91,0,0,0.14,0.14,0.14,0.27,1.23,0,9.98,0.27,0,0.82,0,0.41,1.23,0.82,0,0.55,0.14,0,0.82,3.14,0.41,1.09,0,0,1.78,0.27,0.14,0,0,0,0.14,0.14
