stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,18,2,0,8,0,0,0,0,0,0,3,0,0,0,0,1,3,0,13,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,0.28,0,2.25,0.56,0,0.56,0,0,0,0,0,0,0,0,1.41,5.92,0,1.41,0,0.28,0,0,8.74,4.23,0,0,0,1.69,0,0,1.13,0.28,0.28,0,0,0
21Day,8.14,0,0,5.18,0,0,1.11,0,0,0,0,0.74,0.37,0,0,0.74,4.81,0.37,3.33,0,0,0,0,2.96,1.48,0,0,0,2.22,1.48,1.11,0.74,0.37,0,0,0,0.74
3Month,0.21,0.21,0.42,8.63,0,0.31,0,0.94,0.73,0.1,0,13,0.21,0.1,1.46,0.31,2.91,0.94,9.67,3.22,0,0.52,0.1,0.1,0,0.1,0.1,0,0.42,0.42,6.87,0,0,0,0.31,1.56,0.21
22Month,0,0.41,0.14,1.23,0,0,0,0.14,0.55,0,0,6.29,0.14,0.27,0.68,0,0.14,0.14,3.14,0,0,0.55,0,0,0.14,0,0,0.14,0,0,5.33,0.14,0.14,0,0,0,0.14
