stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,0,0,0,0,3.38,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0.74,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,2.22,0.37,0,0,0,0,0,0,0.37,0,0,0,0.37,0,0,0
3Month,3.22,15.19,11.44,146.56,0.94,4.89,1.66,0.21,20.8,58.77,0.52,175.58,70.52,5.72,66.36,11.65,54.71,39.42,58.87,13.94,1.46,13.21,11.75,5.41,1.77,6.76,3.54,0,3.02,19.76,0.1,44.31,2.6,0.1,0.1,1.14,13.83,25.59,56.59
22Month,1.09,11.34,5.19,25.42,0.14,2.87,1.23,0,4.78,33.34,8.75,191.31,14.07,2.46,35.26,1.64,4.78,14.48,31.98,1.23,11.75,3.96,0.41,1.91,0.27,4.1,3.83,2.19,0.41,1.91,0,1.5,1.64,1.23,0,0.27,2.05,0,8.88
