stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0.85,12.12,0.56,0,0,0,0,1.97,3.1,0,0,0,0.28,0,0,0.28,1.41,0,0,0,0,0,0.56
21Day,18.87,1.11,1.11,46.62,1.85,34.78,0,11.47,0,0,0.74,0.74,8.51,1.48,285.26,4.07,3.7,28.12,488.38,43.66,0,0,6.66,0.37,51.43,29.97,1.48,2.59,0,17.02,21.09,0,1.11,6.66,3.7,7.4,1.48,0,0.37,151.69
3Month,11.03,57.21,46.7,2605,3.85,0,24.86,20.6,2.18,275.85,221.14,2.08,653.43,2050.38,174.33,586.14,119.62,338.16,1668.85,211.15,51.28,5.41,72.6,41.81,42.44,6.03,64.49,17.16,0,10.71,97.88,9.15,184.73,8.43,1.56,0.1,2.08,65.84,124.61,1244.04
22Month,9.7,288.33,149.49,1745.7,2.19,0,51.38,37.31,1.09,271.11,309.1,126.4,1553.98,885.76,325.91,1734.49,67.09,372.23,1412.82,295.44,7.52,110.41,90.33,10.11,27.74,5.19,138.7,34.57,13.39,10.93,30.61,0.41,57.53,17.76,12.98,0,1.37,45.5,0.27,806.91
