stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.28,0,0,1.41,0,0.56,0,0,0,0,0,0,0,0,0,0.28,1.69,0.28,1.69,0,0,0,0,4.51,1.69,0,0,0,100.9,0,0,0,0,0.28,0,0,0
21Day,1.48,1.11,0,9.62,0,1.85,0,1.11,0,0,0,0.37,0,1.48,0,0.74,2.22,0.37,8.51,0,0,0.74,0,1.85,1.11,0,0,0,100.64,0.74,0,0,0.37,0.37,0,0,0.37
3Month,0.83,11.23,0.94,89.87,0.1,0,1.66,0,2.29,5.82,0,16.43,5.62,0,8.53,1.35,301.96,3.85,193.58,33.91,0.1,3.12,1.46,0.52,0.31,0.73,6.03,0,28.08,4.37,4.06,0.31,0,0.1,144.06,3.22,3.74
22Month,0.27,64.91,0.41,7.11,0,0,0.41,0.14,0.14,2.87,28.56,14.62,1.37,0.27,1.78,0.14,39.08,0.96,86.77,2.6,0.68,1.37,0,0.27,0,0.27,1.09,0.14,12.03,0.41,0.27,0,0,0.14,25.55,0,0.82
