stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,6,2,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.13,0,6.2,3.1,0.28,0,0.28,0,0,0,0,0,0,0,0.85,3.66,0,2.25,0,0.28,0,0,8.17,4.79,0,0.56,0,2.82,0,0.28,3.1,0,0,0,0,0,0
21Day,0,0.37,0,4.81,1.85,0,0,0,0,0,0,0,1.11,0,0,1.85,2.59,0.37,1.48,0,0,1.11,0,0.74,1.11,1.85,0,0,0.37,0.37,1.11,0,0.37,0.37,0,0,0,0
3Month,0.1,0.73,0.52,3.22,2.39,0,0.42,0,0.21,0.42,0,0,125.24,0.62,2.7,0.21,0.73,0.73,1.35,0.31,0.42,1.04,0.31,0.31,0.1,0.62,0,0,0,1.77,14.15,0.62,0,0,0,0.62,1.56,0.73
22Month,0,1.09,0.14,2.05,0.27,0,0,0.14,0.14,0.82,0.14,0,88.28,0,2.73,0.14,0.55,0.68,0.82,0,2.32,0.27,0,0,0,1.09,0.14,0.41,0.14,0,11.07,1.23,0,0,0.14,0.14,0,0
